Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Agency Description,Color Description,Body Style Description
4507374782,12/21/2019,1352,,,CA,201912,,HOND,PA,WT,4832 YORK BLVD,00600,56,21211B,BLK BIKE PATH OR LANE,93,6498137.37483019,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4507389666,12/18/2019,1258,,,CA,202007,,UNK,PA,WT,20740 DEVONSHIRE ST,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6384872.649909,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507389714,12/23/2019,1100,,,NV,,,PTRB,CM,WT,7331 LAUREL CANYON BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6441777.918466,53 - DOT - VALLEY,WHITE,COMMERCIAL
4507389762,12/23/2019,1435,,,CA,202009,,VOLV,CM,WT,9696 GLENOAKS BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6445718.770637,53 - DOT - VALLEY,WHITE,COMMERCIAL
4507395152,01/01/2020,855,,,CA,202003,,KW,CM,MR,8850 VAN NUYS BLVD,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6425571.866677,53 - DOT - VALLEY,MAROON,COMMERCIAL
4507399551,12/17/2019,1154,,,CA,201905,,FORD,PU,GY,10139 WOODLEY AV,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6415145.187704,53 - DOT - VALLEY,GREY,PICK-UP TRUCK
4507412405,12/24/2019,507,,,CA,201912,,BMW,PA,BK,465 14TH ST W,00500,55,21211B,BLK BIKE PATH OR LANE,93,6474347.048233,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4507415161,12/20/2019,949,,,CA,,,DODG,PU,WT,7331 LAUREL CANYON BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6441777.918466,53 - DOT - VALLEY,WHITE,PICK-UP TRUCK
4507415183,12/20/2019,954,,,CA,202008,,FRHT,CM,RD,7331 LAUREL CANYON BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6441777.918466,53 - DOT - VALLEY,RED,COMMERCIAL
4507415194,12/20/2019,954,,,CA,202003,,PTRB,CM,BL,7200 LAUREL CANYON BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6434387.4875,53 - DOT - VALLEY,BLUE,COMMERCIAL
4507415216,12/20/2019,1045,,,CA,201912,,INTL,CM,WT,7642 VINELAND AVE,340R,53,21211B,BLK BIKE PATH OR LANE,93,6449701.740145,53 - DOT - VALLEY,WHITE,COMMERCIAL
4507419873,12/19/2019,1417,,,CA,202007,,HOND,PA,GN,3110 FIGUEROA ST S,538C,55,21211B,BLK BIKE PATH OR LANE,93,6477246.931,55 - DOT - SOUTHERN,GREEN,PASSENGER CAR
4507437351,12/28/2019,1021,,,CA,202003,,VOLK,PA,WT,6521 RESEDA BLVD,378R1,53,21211B,BLK BIKE PATH OR LANE,93,6399563.124432,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507459154,12/21/2019,1206,,,CA,202001,,RROV,PA,SL,22731 VENTURA BL,00353,53,21211B,BLK BIKE PATH OR LANE,93,6373644.294034,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4507459165,12/21/2019,1212,,,CA,202007,,OTHR,PA,WT,23133 VENTURA BL,00353,53,21211B,BLK BIKE PATH OR LANE,93,6371153.516202,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507463796,12/24/2019,1938,,,CA,202007,,KIA,PA,WT,724 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6489688.326582,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4507476525,12/18/2019,1551,,,CA,202002,,ACUR,PA,WT,1217 GRAND AV S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6473441.24308992,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4507476713,12/19/2019,1543,,,CA,202002,,INFI,PA,WT,4633 COLISEUM ST,00500,55,21211B,BLK BIKE PATH OR LANE,93,6456214.821915,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4507476724,12/19/2019,1612,,,CA,202006,,CHEV,PA,BK,4812 COLISEUM ST,00500,55,21211B,BLK BIKE PATH OR LANE,93,6455187.753556,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4507478710,12/18/2019,953,,,CA,202001,,FORD,MH,WT,8420 LAUREL CANYON BLVD,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6434290.154808,53 - DOT - VALLEY,WHITE,MOTOR HOME
4507479594,12/19/2019,1423,,,CA,202007,,HOND,PA,BK,3831 SEPULVEDA BL,00355,53,21211B,BLK BIKE PATH OR LANE,93,6417225.340058,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4507482125,01/18/2020,646,,,CA,201903,,FORD,PA,SL,3161 SEPULVEDA BLVD S,308W,51,21211B,BLK BIKE PATH OR LANE,93,6432288.714566,51 - DOT - WESTERN,SILVER,PASSENGER CAR
4507490035,12/20/2019,1144,,,CA,2,,GRUM,CM,BN,5006 YORK BL,00674,56,21211B,BLK BIKE PATH OR LANE,93,6499090.526486,56 - DOT - CENTRAL,BROWN,COMMERCIAL
4507499802,12/27/2019,1034,,,CA,4,,UNK,CM,BN,1249 2ND ST W,00600,56,21211B,BLK BIKE PATH OR LANE,93,6483677.362403,56 - DOT - CENTRAL,BROWN,COMMERCIAL
4507503103,12/30/2019,1141,,,CA,10,,OTHR,TK,WT,3596 SEPULVEDA BLVD,161R,51,21211B,BLK BIKE PATH OR LANE,93,6434286.725738,51 - DOT - WESTERN,WHITE,TRUCK
4507503210,12/31/2019,1139,,,CA,202011,,MAZD,PA,WT,11930 SAN VICENTE BLVD,112R,51,21211B,BLK BIKE PATH OR LANE,93,6418690.614492,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4507511680,12/31/2019,1301,,,CA,202008,,BMW,PA,BK,610 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6417606.203236,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4507511691,12/31/2019,1306,,,CA,202008,,BMW,PA,WT,610 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6417606.203236,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4507512660,12/18/2019,2142,,,CA,202012,,HYUN,PA,SL,400 MAIN ST,00600,56,21211B,BLK BIKE PATH OR LANE,93,6486784.981386,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4507524453,12/18/2019,1605,,,CA,202004,,ALFA,PA,BL,5100 VINELAND AVE,00353,53,21211B,BLK BIKE PATH OR LANE,93,6449667.108334,53 - DOT - VALLEY,BLUE,PASSENGER CAR
4507572731,12/20/2019,1638,,,CA,202006,,OTHR,PA,WT,2000 7TH ST,00473,56,21211B,BLK BIKE PATH OR LANE,93,6478178.153656,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4507577911,12/20/2019,1603,,,CA,201911,,INFI,PA,WT,10660 WHITE OAK AVE,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6404626.879603,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507578121,12/21/2019,1444,,,CA,,,MERZ,PA,WT,4338 TUJUNGA AVE,00357,53,21211B,BLK BIKE PATH OR LANE,93,6447001.883216,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507588433,12/27/2019,1041,,,NV,202003,,TOYT,PA,SL,340 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6417111.170364,51 - DOT - WESTERN,SILVER,PASSENGER CAR
4507593860,12/21/2019,1328,,,CA,202005,,TOYT,TK,TN,447 RAMPART BLVD S,00444,54,21211B,BLK BIKE PATH OR LANE,93,6476837.045917,54 - DOT - HOLLYWOOD,TAN,TRUCK
4507603726,12/26/2019,1610,,,CA,202003,,NISS,PA,GY,"4600 MARTIN LUTHER KING, JR BLVD W",00531,55,21211B,BLK BIKE PATH OR LANE,93,6456479.320414,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4507621263,12/23/2019,1127,,,CA,202010,,TOYT,PA,BK,521 ROSE AVE,00903,51,21211B,BLK BIKE PATH OR LANE,93,6418221.310324,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4507626476,01/08/2020,956,,,CA,202004,,CHEV,PA,BK,12563 VENICE BL,00138,51,21211B,BLK BIKE PATH OR LANE,93,6429618.983852,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4507699475,12/22/2019,845,,,CA,,,ACUR,PA,WT,51315 VINELAND AVE,330R2,53,21211B,BLK BIKE PATH OR LANE,93,99999,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507699910,12/28/2019,2002,,,CA,202007,,TOYT,PA,GY,6171 RESEDA BL,00317,53,21211B,BLK BIKE PATH OR LANE,93,6399553.78461744,53 - DOT - VALLEY,GREY,PASSENGER CAR
4507705576,12/24/2019,856,,,WA,201911,,TOYT,PA,WT,3181 SEPULVEDA BLVD S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6432426.621113,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4507705613,12/24/2019,1014,,,CA,8,,JEEP,PA,GY,341 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6416898.789309,51 - DOT - WESTERN,GREY,PASSENGER CAR
4507705635,12/24/2019,1026,,,CA,202012,,JEEP,PA,RD,1009 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6418084.87997233,51 - DOT - WESTERN,RED,PASSENGER CAR
4507708402,01/03/2020,1023,,,CA,202101,,FORD,PA,BK,316 VENICE WAY,00164,51,21211B,BLK BIKE PATH OR LANE,93,6419343.205086,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4507711762,12/28/2019,1017,,,CA,202006,,FORD,PU,MR,5110 YORK BL,7R,56,21211B,BLK BIKE PATH OR LANE,93,6499759.334322,56 - DOT - CENTRAL,MAROON,PICK-UP TRUCK
4507728105,01/09/2020,1523,,,CA,202005,,AUDI,PA,GY,12011 SAN VICENTE BL,00114,51,21211B,BLK BIKE PATH OR LANE,93,6416050.790217,51 - DOT - WESTERN,GREY,PASSENGER CAR
4507748313,12/31/2019,1228,,,CA,202007,,DODG,PA,RD,724 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6489688.326582,56 - DOT - CENTRAL,RED,PASSENGER CAR
4507797475,12/27/2019,1014,,,CA,201912,,KW,CM,WT,15131 FOOTHILL BLVD,00331,53,21211B,BLK BIKE PATH OR LANE,93,6421433.41342425,53 - DOT - VALLEY,WHITE,COMMERCIAL
4507826341,01/08/2020,1043,,,CA,202008,,TOYT,PA,WT,11100 CHANDLER BL,00356,53,21211B,BLK BIKE PATH OR LANE,93,6449000.782264,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507844703,12/28/2019,1013,,,CA,,,HNO,CM,WT,650 SPRING ST S,00101,56,21211B,BLK BIKE PATH OR LANE,93,6485434.435857,56 - DOT - CENTRAL,WHITE,COMMERCIAL
4507859775,01/07/2020,1209,,,CA,202009,,FRHT,CM,WT,463 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6486196.411188,56 - DOT - CENTRAL,WHITE,COMMERCIAL
4507876542,12/26/2019,1426,,,CA,202005,,HOND,PA,SL,4056 TUJUNGA AVE,00357,53,21211B,BLK BIKE PATH OR LANE,93,6446997.440979,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4507886401,01/04/2020,1258,,,KY,,,VOLV,CM,WT,10951 GLENOAKS BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6438773.24715395,53 - DOT - VALLEY,WHITE,COMMERCIAL
4507894016,01/07/2020,1132,,,CA,,,MITS,PA,GN,770 MISSION RD N,00600,56,21211B,BLK BIKE PATH OR LANE,93,6493363.451514,56 - DOT - CENTRAL,GREEN,PASSENGER CAR
4507896046,12/31/2019,1057,,,CA,202006,,SUBA,PA,BK,335 MAIN ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6487051.105867,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4507911424,01/02/2020,1720,,,CA,202002,,CHEV,VN,WT,12045 CHANDLER BLVD,00315,53,21211B,BLK BIKE PATH OR LANE,93,6441999.112354,53 - DOT - VALLEY,WHITE,VAN
4507916066,01/03/2020,1331,,,CA,202006,,CHEV,PA,BK,7539 RESEDA BLVD,00375,53,21211B,BLK BIKE PATH OR LANE,93,6399590.07473573,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4507916103,01/03/2020,1457,,,CA,202003,,ACUR,PA,SL,22035 SHERMAN WAY,00375,53,21211B,BLK BIKE PATH OR LANE,93,6378204.263497,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4507931293,01/10/2020,1710,,,CA,202007,,BMW,PA,GY,5909 LANKERSHIM BL,00101,53,21211B,BLK BIKE PATH OR LANE,93,6445935.742028,53 - DOT - VALLEY,GREY,PASSENGER CAR
4507955815,01/13/2020,1826,,,CA,202001,,TOYT,PA,BK,15900 DEVONSHIRE ST,00317,53,21211B,BLK BIKE PATH OR LANE,93,6417138.61282527,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4507955863,01/13/2020,1912,,,AZ,,,OTHR,PA,WT,9700 RESEDA BLVD,00317,53,21211B,BLK BIKE PATH OR LANE,93,6399656.045205,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4507963460,12/27/2019,930,,,OR,202003,,FORD,PU,BK,7344 LAUREL CANYON BL,340R,53,21211B,BLK BIKE PATH OR LANE,93,6434375.99905096,53 - DOT - VALLEY,BLACK,PICK-UP TRUCK
4507963471,12/27/2019,1006,,,MA,202006,,PTRB,CM,GN,7300 LAUREL CANYON BL,340R,53,21211B,BLK BIKE PATH OR LANE,93,6434379.50941034,53 - DOT - VALLEY,GREEN,COMMERCIAL
4507970121,01/02/2020,1229,,,CA,202006,,FORD,PA,BK,11999 SAN VICENTE BLVD,00183,51,21211B,BLK BIKE PATH OR LANE,93,6419295.110479,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4507976815,12/30/2019,933,,,CA,201912,,JEEP,PA,SL,4048 TUJUNGA AV,00356,53,21211B,BLK BIKE PATH OR LANE,93,6446997.340211,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4507976841,12/30/2019,1009,,,CA,,,DODG,PU,WT,12334 CHANDLER BL,00356,53,21211B,BLK BIKE PATH OR LANE,93,6440050.68963514,53 - DOT - VALLEY,WHITE,PICK-UP TRUCK
4507983944,01/06/2020,1046,,,CA,202004,,LEXS,PA,TN,340 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6417111.170364,51 - DOT - WESTERN,TAN,PASSENGER CAR
4507983992,01/06/2020,1258,,,OK,202005,,TOYT,PU,BK,609 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6417603.175633,51 - DOT - WESTERN,BLACK,PICK-UP TRUCK
4507984003,01/06/2020,1303,,,CA,,,PORS,PA,WT,800 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6484965.511416,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4507992705,01/03/2020,1138,,,CA,202008,,MERZ,PA,SL,11600 SAN VICENTE BL,00404,51,21211B,BLK BIKE PATH OR LANE,93,99999,51 - DOT - WESTERN,SILVER,PASSENGER CAR
4507996010,01/16/2020,1246,,,CA,202009,,MERZ,PA,GY,17739 PLUMMER ST,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6403982.441626,53 - DOT - VALLEY,GREY,PASSENGER CAR
4508000313,01/11/2020,1523,,,CA,202002,,FRHT,CM,WT,6475 FOOTHILL BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6479244.652475,53 - DOT - VALLEY,WHITE,COMMERCIAL
4508063162,01/15/2020,1142,,,FL,202006,,GMC,PA,RD,3314 SUNSET BL,00445,54,21211B,BLK BIKE PATH OR LANE,93,6478277.89471,54 - DOT - HOLLYWOOD,RED,PASSENGER CAR
4508069436,01/15/2020,1530,,,CA,202011,,HOND,PA,WT,4048 TUJUNGA AVE,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6446997.340211,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4508088690,01/02/2020,906,,,CA,202010,,FORD,PU,RD,3271 SEPULVEDA BLVD S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6432777.340172,51 - DOT - WESTERN,RED,PICK-UP TRUCK
4508089740,12/31/2019,950,,,CA,202001,,FORD,MH,WT,8420 LAUREL CANYON BLVD,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6434290.154808,53 - DOT - VALLEY,WHITE,MOTOR HOME
4508103666,01/09/2020,1915,,,CA,202010,,GMC,PA,SL,3908 SUNSET BLVD W,403A,54,21211B,BLK BIKE PATH OR LANE,93,6476985.662071,54 - DOT - HOLLYWOOD,SILVER,PASSENGER CAR
4508122732,01/04/2020,1138,,,IN,,,VOLV,CM,WT,9069 FOOTHILL BLVD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6462072.9455972,53 - DOT - VALLEY,WHITE,COMMERCIAL
4508154943,01/03/2020,2108,,,CA,202006,,JEEP,PA,GY,5904 WOODMAN AVE,00309,53,21211B,BLK BIKE PATH OR LANE,93,6431233.780346,53 - DOT - VALLEY,GREY,PASSENGER CAR
4508159095,01/17/2020,1136,,,OH,202012,,AUDI,PA,WT,512 ROSE AVE,00161,51,21211B,BLK BIKE PATH OR LANE,93,6418105.481769,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4508163063,01/08/2020,950,,,CA,202003,,OTHR,MH,WT,8220 LAUREL CANYON BLVD,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6434306.110987,53 - DOT - VALLEY,WHITE,MOTOR HOME
4508163074,01/08/2020,952,,,CA,,,FORD,MH,WT,8420 LAUREL CANYON BLVD,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6434290.154808,53 - DOT - VALLEY,WHITE,MOTOR HOME
4508167495,01/10/2020,1808,,,CA,202005,,MERZ,PA,WT,22701 VENTURA BL,00317,53,21211B,BLK BIKE PATH OR LANE,93,6373875.687632,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4508167742,01/13/2020,1139,,,CA,202004,,FORD,PA,BL,4058 TUJUNGA AVE,350R,53,21211B,BLK BIKE PATH OR LANE,93,6446997.466171,53 - DOT - VALLEY,BLUE,PASSENGER CAR
4508168265,01/15/2020,1440,,,CA,202004,,FORD,PA,WT,18100 LEMARSH ST,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6402291.728671,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4508185975,01/04/2020,646,,,CA,202003,,TOYT,PU,BL,10800 LE CONTE AV,00171,51,21211B,BLK BIKE PATH OR LANE,93,6428081.322046,51 - DOT - WESTERN,BLUE,PICK-UP TRUCK
4508186362,01/09/2020,1039,,,CA,202007,,NISS,PA,RD,1003 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6418078.524521,51 - DOT - WESTERN,RED,PASSENGER CAR
4508214012,01/03/2020,1158,,,CA,202006,,TOYT,PA,GY,24349 BURBANK BLVD,00372,53,21211B,BLK BIKE PATH OR LANE,93,6363323.172894,53 - DOT - VALLEY,GREY,PASSENGER CAR
4508214185,01/07/2020,939,,,CA,201911,,HOND,PA,GY,8330 LAUREL CANYON BLVD,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6434297.335088,53 - DOT - VALLEY,GREY,PASSENGER CAR
4508214200,01/07/2020,943,,,CA,202003,,OTHR,MH,WT,8220 LAUREL CANYON BLVD,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6434306.110987,53 - DOT - VALLEY,WHITE,MOTOR HOME
4508214211,01/07/2020,944,,,CA,202001,,FORD,MH,WT,8220 LAUREL CANYON BLVD,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6434306.110987,53 - DOT - VALLEY,WHITE,MOTOR HOME
4508214222,01/07/2020,959,,,CA,202002,,HOND,PA,SL,10255 WOODMAN AVE,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6424395.76498828,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4508214233,01/07/2020,1002,,,CA,202004,,CHEV,PA,SL,10300 WOODMAN AVE,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6424402.535639,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4508214340,01/07/2020,1111,,,CA,202001,,HOND,PA,SL,15101 DEVONSHIRE ST,350R1,53,21211B,BLK BIKE PATH OR LANE,93,6422413.639898,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4508215821,01/03/2020,1229,,,CA,201912,,HOND,PA,BL,431 MAIN ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6486596.641925,56 - DOT - CENTRAL,BLUE,PASSENGER CAR
4508218761,01/17/2020,1411,,,CA,,,INTL,CM,WT,1116 MAIN ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6483401.643441,56 - DOT - CENTRAL,WHITE,COMMERCIAL
4508228594,01/06/2020,1443,,,AR,,,KW,CM,OT,10446 GLENOAKS BLVD,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6441845.83997779,53 - DOT - VALLEY,OTHER,COMMERCIAL
4508239960,01/11/2020,2022,,,CA,202012,,TOYT,PA,GY,12101 VENICE BL,00204,51,21211B,BLK BIKE PATH OR LANE,93,6431301.964581,51 - DOT - WESTERN,GREY,PASSENGER CAR
4508286101,01/09/2020,1416,,,CA,201908,,NISS,PA,BK,17800 PLUMMER ST,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6404033.385314,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4508286123,01/09/2020,1418,,,CA,202005,,HOND,PA,SL,17800 PLUMMER ST,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6404033.385314,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4508313456,01/06/2020,1220,,,CA,201912,,LEXS,PA,BK,757 MAIN ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485203.523121,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4508323352,01/14/2020,1055,,,CA,201905,,CHEV,PA,BK,800 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6484965.511416,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4508330691,01/03/2020,1700,,,CA,202008,,TOYT,PA,WT,10740 WOODLEY AVE,00321,53,21211B,BLK BIKE PATH OR LANE,93,6415196.143112,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4508330702,01/03/2020,1704,,,CA,202005,,FORD,VN,WT,10780 WOODLEY AVE,00321,53,21211B,BLK BIKE PATH OR LANE,93,6415200.413333,53 - DOT - VALLEY,WHITE,VAN
4508330713,01/03/2020,1706,,,CA,202008,,FORD,PU,BK,10780 WOODLEY AVE,00321,53,21211B,BLK BIKE PATH OR LANE,93,6415200.413333,53 - DOT - VALLEY,BLACK,PICK-UP TRUCK
4508330724,01/03/2020,1708,,,CA,201906,,FORD,VN,WT,10802 WOODLEY AVE,00321,53,21211B,BLK BIKE PATH OR LANE,93,6415202.761955,53 - DOT - VALLEY,WHITE,VAN
4508330746,01/03/2020,1711,,,CA,202008,,JEEP,PA,BK,10802 WOODLEY AVE,00321,53,21211B,BLK BIKE PATH OR LANE,93,6415202.761955,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4508330750,01/03/2020,1715,,,CA,202006,,FORD,PU,WT,10806 WOODLEY AVE,00321,53,21211B,BLK BIKE PATH OR LANE,93,6415203.18897719,53 - DOT - VALLEY,WHITE,PICK-UP TRUCK
4508332614,01/03/2020,1028,,,CA,201911,,HYUN,PA,BK,610 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6417606.203236,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4508332625,01/03/2020,1033,,,CA,202002,,HOND,PA,WT,610 MAIN ST S,00161,51,21211B,BLK BIKE PATH OR LANE,93,6417606.203236,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4508336512,01/03/2020,1524,,,CA,202008,,NISS,TK,RD,4639 COLISEUM ST,00500,55,21211B,BLK BIKE PATH OR LANE,93,6456168.636987,55 - DOT - SOUTHERN,RED,TRUCK
4508339150,01/07/2020,1408,,,CA,202004,,CHEV,PA,BN,17800 PLUMMER ST,330R1,53,21211B,BLK BIKE PATH OR LANE,93,6404033.385314,53 - DOT - VALLEY,BROWN,PASSENGER CAR
4508345634,01/12/2020,1251,,,CA,201909,,MERZ,PA,WT,3500 EXPOSITION BLVD S,530R1,55,21211B,BLK BIKE PATH OR LANE,93,6460458.61134113,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4508345645,01/12/2020,1255,,,CA,,,VOLK,PA,WT,3500 EXPOSITION BLVD S,530R1,55,21211B,BLK BIKE PATH OR LANE,93,6460458.611341,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4508345656,01/12/2020,1256,,,CA,202004,,STRN,PA,BL,3500 EXPOSITION BLVD S,530R1,55,21211B,BLK BIKE PATH OR LANE,93,6460458.611341,55 - DOT - SOUTHERN,BLUE,PASSENGER CAR
4508345660,01/12/2020,1257,,,CA,202001,,NISS,PA,RD,3500 EXPOSITION BLVD S,530R1,55,21211B,BLK BIKE PATH OR LANE,93,6460458.611341,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4508345671,01/12/2020,1258,,,CA,202010,,CHRY,PA,WT,3500 EXPOSITION BLVD S,530R1,55,21211B,BLK BIKE PATH OR LANE,93,6460458.61134113,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4508345682,01/12/2020,1300,,,CA,202011,,BMW,PA,BK,3500 EXPOSITION BLVD S,530R1,55,21211B,BLK BIKE PATH OR LANE,93,6460458.61134113,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4508345693,01/12/2020,1300,,,CA,202012,,DODG,PA,BK,3500 EXPOSITION BLVD S,530R1,55,21211B,BLK BIKE PATH OR LANE,93,6460458.61134113,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4508372352,01/09/2020,1236,,,CA,202008,,LEXS,PA,GO,12563 VENICE BL,00401,51,21211B,BLK BIKE PATH OR LANE,93,6429618.983852,51 - DOT - WESTERN,GOLD,PASSENGER CAR
4508384296,01/26/2020,2135,,,CA,201911,,FORD,PA,TN,12600 CHANDLER BL,00315,53,21211B,BLK BIKE PATH OR LANE,93,6438441.74679635,53 - DOT - VALLEY,TAN,PASSENGER CAR
4508402710,01/05/2020,1339,,,CA,202006,,FRHT,CM,BL,7200 LAUREL CANYON BLVD,00310,53,21211B,BLK BIKE PATH OR LANE,93,6434387.4875,53 - DOT - VALLEY,BLUE,COMMERCIAL
4508402765,01/05/2020,1447,,,CA,202005,,INTL,CM,RD,7530 GLENOAKS BLVD,00310,53,21211B,BLK BIKE PATH OR LANE,93,6458184.504473,53 - DOT - VALLEY,RED,COMMERCIAL
4508411736,01/09/2020,839,,,CA,,,MNNI,PA,GY,705 7TH ST W,00101,56,21211B,BLK BIKE PATH OR LANE,93,6483593.82622809,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4508413383,01/11/2020,1510,,,CA,202003,,SUBA,PA,GN,13050 RIVERSIDE DR,00358,53,21211B,BLK BIKE PATH OR LANE,93,6435422.375728,53 - DOT - VALLEY,GREEN,PASSENGER CAR
4508436612,01/06/2020,823,,,CA,202006,,HOND,PA,BK,"4036 MARTIN LUTHER KING, JR BLVD W",00531,51,21211B,BLK BIKE PATH OR LANE,93,6457905.42736976,51 - DOT - WESTERN,BLACK,PASSENGER CAR
